id,product_name,desc1,desc2,desc3,categories,product_image,discount_price,actual_price,subcategories,quantity_desc,save_rs,hidden
133,Kali Miri,• It aids in digestion and helps in weight loss by improving the metabolism of the body,• Kalimirch is beneficial for cough and respiratory problems due to its antitussive,• There are no added preservatives and no artificial colors,Masalas & Spices,Kala_Miri.jpg,68,75,0,100gm,7,Piper nigrum Kali Mirch Kala Miri Black Pepper Black Peppercorns Kali Mirchi Kala Pepper Pepercorns Black Peper Black Paper Black Peppricorns  Pepricorns
41,Toor Dal,• No impurities and processed naturally,• Main source of protein,"• Helps to preventing problem like constipation, reduced risk of chronic diseases",Dal & Pulses,Toor_Dal.jpg,58,60,0,500gm,2,Shambar Dal Arad Dal Shambhar Dal Arhar Dal Tur Dal Toor Dal Arhar Dal Tur Dal Pigeon Pea
44,Chana Dal,• Free from impurities,• Consistent quality of grains,• Chana dal is high in fiber and help to lower cholesterol,Dal & Pulses,Chana_Dal.jpg,35,40,0,500gm,5,Garam Dal Chana Dal Split Chana Dal Split Bengal Gram Yellow Dal Yelow Dal Chickpea Dal baby chickpeas
222,Rice Steam Colom 3,• High on fiber: Good for digestion,• Zero cholesterol: Good for your heart and cardio vascular functioning,0,Rice & Wheat,Rice_Steam_Colom_3.jpg,48,54,0,1kg,6,0
10,Kishmish,• Helps with hypertension,• Strengthens the bones,• Controls adverse insulin response,Dry Fruits,Kishmish.jpg.jpg,130,170,0,500gm,60,Raisins Munakka Kismis Kishmis Kismish Rasins Manuka Menuka Manuka Resins
242,Barik Rai,• Smaller than normal Rai size,• Rai is also known for its high anti-inflammatory effects,"• Mustard Seeds are the efficient herbal product, are widely used In Indian household for the cooking purposes",Masalas & Spices,Barik_Rai.jpg,12,14,0,100gm,2,Small Mustard seeds Small Black Sarson Small Black Mustard Avalu Rai Baarik Black Rai Black Baarik Rai Avalu Rai Barik Black Rai Black Barik Rai
3,Kaju,• Heart-healthy fats,• Low in sugar and rich in fiber,"• Good source of copper, magnesium, and manganese",Dry Fruits,kaju0802.jpg,185,215,0,250gm,30,Cashew Cashewnoot Kaaju White Kaju
153,Everest Pani Puri Masala,• Made from a flavourful blend of spices,• Imparts a spicy twist to syrup,• Enhances the taste of your dish,Masalas & Spices,Everest_Pani_Puri_Masala.jpg,33,35,1,50gm,2,Everest Pani Pure Masala Evrest Pani Puri Masala Evrest Pani Pure Masala Everest Golgappa Masala Everest Masalas
220,Rice Steam Colom 2,• High on fiber: Good for digestion,• Zero cholesterol: Good for your heart and cardio vascular functioning,0,Rice & Wheat,Rice_Steam_Colom_2.jpg,52,56,0,1kg,4,0
124,Ajwain,"• Ajwain possess carminative, antimicrobial and liver protective properties","• Remedy for gastrointestinal problems like indigestion, flatulence and colic pain",• Instant Relief from Acidity and Indigestion,Masalas & Spices,Ajvine.jpg,260,360,1,1kg,100,Ajowan Trachyspermum Ammi Ajvine Ajowan Caraway Thymol Seeds Bishop's Weed Carom Seeds Ajjvain Ajvan
103,Poha,• Rich in Healthy Carbohydrates,"• Source of Iron, Low in Calories, Regulates Blood Sugar",• The nourishment Poha provides is considered to be very beneficial to balance out body glucose levels,Atta & Flour,Poha.jpg,13,15,0,250gm,2,Flattened Rice Dry Flakes Beaten Rice Pooha Peva White Poha Atukulu  Pohe
146,Everest Chhole Masala,• The masala is made up of eminence of ingredients,• It is used in a very trendy punjabi dish prepared of chick peas Garbanzo beans to be had with nan or batura,• The most elaborate blend in the Everest repertoire,Masalas & Spices,Everest_Chole_Masala.jpg,38,40,1,50gm,2,Everest Chana Masala Everest Chole Masala Evrest Chana Masala Evrest Chole Masala EverestMasalas Everest Masalas
84,Green Mutter,• They're Filling and an Excellent Source of Protein,• Support Healthy Blood Sugar Control,"• Good source of iron, minerals, and Vitamins and fairly low in calories",Dal & Pulses,Green_Mutter.jpg,19,25,0,250gm,6,Green Peas Green Vatana Dried Green Peas Hirve Vatana Dried Peas Hara Vatana Green Muter Green Mater
22,Kharik,• Good source of fibre,• Enhance the absorption of foods,• Rich in polyphenols,Dry Fruits,kharik0802.jpg,170,400,0,500gm,30,Sugar date palm Dry dates Chovara Karik Dry Detes
164,Everest Biryani Masala,• Everest Shahi Biryani Masala is the perfect blend of the different aromatic spices that are required to prepare an appetising plate of biryani,• It saves you the trouble of preparing the spice mix that gives Biriyani its unique flavour,• It's largely a combination of flavouring spices along with taste agents that enhance the aroma of ordinary rice,Masalas & Spices,Everest_Biryani_Masala.jpg,70,74,1,50gm,4,Everest Pulao Masalas Evrest Biryani Masalas Evrest Pulao Masalas Everest Masalas
67,Urad Dal,• Dals are a rich source of protein,• No artificial flavours. No preservatives,• This helps boost the energy levels in the body and keeps you active,Dal & Pulses,Urad_Dal.jpg,108,120,1,1kg,12,White Dal Dhosa Dal Idli Dal Dosa Dal Idli Dosa Dal Edli Dal Orad Dal
151,Everest Shahi Paneer Masala,• The smooth blend of spices imparts a rich flavour and delicious aroma to your recipe,"•  Also adds to the texture of the gravy, giving it a smooth and thick consistency","• The aroma, colour, taste and texture of the astonishing varieties of spices in India nourish a rich variety of cuisines and cultures",Masalas & Spices,Everest_Paneer_Masala.jpg,45,47,1,50gm,2,Everest Paneer Masala Everest Panner Masala Evrest Paneer Masala Everest Panir Masala Evrest Panir Masala Evrest Paner Masala Evrest Shahi Panir Masala
104,Jeera,• Contains naturally occurring substances that work as antioxidants,"• Has anticancer properties, Fights bacteria and parasites",• No artificial colours and preservatives,Masalas & Spices,Jeera.jpg,320,360,1,1kg,40,Kumin Seeds Nigella Seeds Cumin Seeds Jera Jira Gera
227,Wheat,• Many benefits of Wheat and helps your body to maintain a nutrient balance,"• It has a sweet taste that gives you fuller and softer rotis, every single time","•  It acts as a successful laxative, It is a rich resource of magnesium",Rice & Wheat,Wheat.jpg,1080,1140,1,30kg,60,Triticum aestivum Bread Wheat Gehu Common wheat bread wheat Samba Emmer Diabetic wheat Gahu Gehhu
79,Rajma Red,• Regulates Blood Sugar,"• Heart Healthy, Prevents Cancer, Sustains Weight Loss, Strengthens Bones","• Rich in anti-oxidants, strengthens the immune system, high on proteins",Dal & Pulses,Rajma_Red.jpg,120,136,1,1kg,16,Kashmiri Rajma Red Kidney Bean Common Kidney Bean Surkh Lobia Lal Rajma Red Rajma
50,Masoor Whole,• Made from the finest quality pulses,• It contains high levels of proteins,• Including Essential Amino Acids Isoleucine And Lysine,Dal & Pulses,Masoor_Whoal.jpg,43,47,0,500gm,4,Akha Masoor Dal Masur Dal Whole Masur Dal Masoor Dal Whole Masoor Dal Black Dal Black Masur Dal Black Masoor Dal Ahaar Masoor Dal Ahaar Masur Dal
175,Penne Pasta,•  Pasta Penne is made with 100% fine quality Durum wheat,"• Very healthy since it is nil cholesterol, nil fat and good source of Iron, Protein and fiber","• The perfect hollow center of the pasta helps hold sauce, and makes it more delicious",Pasta & Fries,Penne_Pasta.jpg,60,120,1,1kg,60,Pasta Penne Wheat Pasta Organic Pasta Durum Pasta Durum Wheat Pasta Organic Wheat Pasta
16,Anjeer,• Sustains Weight Loss,• Regulates Blood Pressure,• Stronger Bones,Dry Fruits,Anjeer.jpg,550,600,0,500gm,50,Small Pear Anjir Anjiir Angir Angeer Anger Anjer
191,Upvas Chaval,"• High in fiber, Good source of zinc and manganese, helps to maintain body temperature","• Bhagar can be used in a variety of dishes, both sweet and savory",• We take all the measures to ensure purity as it is used for fasting/vrat and keep it away from any type of fasting restricted ingredients,Dal & Pulses,0,58,70,0,500gm,12,Bhagar Bagar Bhager Sama Samu Variche Tandu Chawal Barnyard Millet Sama Rice Same Akki Sawa Millet
129,Mangrel,• Contain more than 100 components and possess excellent healing properties,"• It has been used for over 2000 years as a medicine for treatment of headache, toothache, nasal congestion and skin diseases","• These beneficial seeds are considered to be packed with trace elements, vitamins, amino acids, saponins, protiens, fatty acids including linolieic and linolenic, volatile acids, sodium, potassium and many others",Masalas & Spices,Mangrel.jpg,36,40,0,100gm,4,Kalungi Kalunji Black Nigella Seeds Black Negela Seeds Black Nigela Seeds Kalonji Kalongi Karinjeerakam Kalanjire Kalunjire Habba Souda Mengrell Mangrell
185,Singdana,• Singdana are a great source of essential nutrients,• Consume it daily to enjoy its health benefits,• It is great for snacking while on the go or can also be added in desserts and cakes or even mixed with other nuts which makes a tasty treat,Dal & Pulses,0,62,67,0,500gm,5,Peanuts Groundnut Earthnut Goober Fabaceae Arachis hypogaea Sing Dana Shingdana Penat Penut Edible Seeds
228,Wheat,• Many benefits of Wheat and helps your body to maintain a nutrient balance,"• It has a sweet taste that gives you fuller and softer rotis, every single time","•  It acts as a successful laxative, It is a rich resource of magnesium",Rice & Wheat,Wheat.jpg,36,38,0,1kg,2,Triticum aestivum Bread Wheat Gehu Common wheat bread wheat Samba Emmer Diabetic wheat Gahu Gehhu
156,Everest Kasuri Methi,"• Sun-dried, pleasantly flavoured, Fenugreek leaves which is dried in hot air in controlled conditions, is a great taste enhancer.","• It adds flavour and texture to vegetables, pulses and lentils, parathas and chapattis","• Everest Kasuri Methi are prepared using only fresh, hand picked spices",Masalas & Spices,Everest_Kasuri_Methi.jpg,26,27,1,25gm,1,Everest Kasturi Masala Evrest Kasuri Masala Evrest Kasoori Masala Everest Kasoori Masala Everest Masalas
187,Sabudana,• Sabudana contains a good amount of potassium that helps to keep your BP in check,"• Sabudana khichdi, sabudana Pakoda or sabudana kheer  is a favourite breakfast and evening snack option in Indian households",• It is predominantly used in Indian cuisine for fasting related dishes,Dal & Pulses,Sabudana.jpg,72,84,1,1kg,12,Sabudana Barik  Sabudana Small  Sabudana Tapioca Pearl Tepioca Pearl Tapica Pearl Tepica Pearl Sago Saksak Rabia Sagu Saago Sego
177,Penne Pasta,•  Pasta Penne is made with 100% fine quality Durum wheat,"• Very healthy since it is nil cholesterol, nil fat and good source of Iron, Protein and fiber","• The perfect hollow center of the pasta helps hold sauce, and makes it more delicious",Pasta & Fries,0,15,30,0,250gm,15,Pasta Penne Wheat Pasta Organic Pasta Durum Pasta Durum Wheat Pasta Organic Wheat Pasta
179,Color Nalli,• A crispy delight especially for kids,• These fryums are checked for their freshness on series of quality parameters before being supplied,• These fryums are precisely processed using supreme grade ingredients with the help of modular processing techniques in compliance with set food industry norms,Pasta & Fries,0,30,60,0,500gm,30,Color Fryums Organic Fryums Ring Size Colorful Fryums Colour Nalli Colour Fryums Colorful Finger Color Finger Colourful Finger Colour Finger Gold Finger Snacks
180,Color Nalli,• A crispy delight especially for kids,• These fryums are checked for their freshness on series of quality parameters before being supplied,• These fryums are precisely processed using supreme grade ingredients with the help of modular processing techniques in compliance with set food industry norms,Pasta & Fries,0,15,30,0,250gm,15,Color Fryums Organic Fryums Ring Size Colorful Fryums Colour Nalli Colour Fryums Colorful Finger Color Finger Colourful Finger Colour Finger Gold Finger Snacks
115,Methi,• It helps in boosting the immune system and ensure good health as well,"• Rich source of minerals, vitamins, and phytonutrients",• Helps Manage Diabetes and Obesity,Masalas & Spices,Methi.jpg,12,15,0,100gm,3,Dried Fenugreek seeds Whole Methi Dana Methi Seeds Mithi Seeds Fenigreek
192,Upvas Chaval,"• High in fiber, Good source of zinc and manganese, helps to maintain body temperature","• Bhagar can be used in a variety of dishes, both sweet and savory",• We take all the measures to ensure purity as it is used for fasting/vrat and keep it away from any type of fasting restricted ingredients,Dal & Pulses,0,29,35,0,250gm,6,Bhagar Bagar Bhager Sama Samu Variche Tandu Chawal Barnyard Millet Sama Rice Same Akki Sawa Millet
190,Upvas Chaval,"• High in fiber, Good source of zinc and manganese, helps to maintain body temperature","• Bhagar can be used in a variety of dishes, both sweet and savory",• We take all the measures to ensure purity as it is used for fasting/vrat and keep it away from any type of fasting restricted ingredients,Dal & Pulses,Upvas_Chaval.jpg,116,140,1,1kg,24,Bhagar Bagar Bhager Sama Samu Variche Tandu Chawal Barnyard Millet Sama Rice Same Akki Sawa Millet
197,Upvas Namak,• Sendha Namak/Rock Salt/Vrat ka Namak,• Great for detoxing your body it helps lower blood pressure and is iron-rich,• Provide good relief from muscular and joint pains,Sugar & Salt,0,20,30,0,500gm,10,Rock Salt Saindha Namak Sindhi Namank Saindha Salt Sindhi Salt Vrat ka Namak Sendha Namak Sendha Salt
198,Upvas Namak,• Sendha Namak/Rock Salt/Vrat ka Namak,• Great for detoxing your body it helps lower blood pressure and is iron-rich,• Provide good relief from muscular and joint pains,Sugar & Salt,0,10,15,0,250gm,5,Rock Salt Saindha Namak Sindhi Namank Saindha Salt Sindhi Salt Vrat ka Namak Sendha Namak Sendha Salt
137,Green Elaichi,"• Beats bad breath, Relieves acidity",• Freshly packed natural Whole Dried Green Cardamom with highest Quality,"• No preservatives, No Additives, No Added Color, Natural Aroma and Taste",Masalas & Spices,Green_Elichi.jpg,20,30,0,10gm,10,Elettaria Pods True Cardamom Green Elichi Green Cardamom Hari Elaichi Hara Elaichi Hari ilaichi Elaichi Froods Cardamom Green Whole Elaichi
51,Masoor Whole,• Made from the finest quality pulses,• It contains high levels of proteins,• Including Essential Amino Acids Isoleucine And Lysine,Dal & Pulses,Masoor_Whoal.jpg,22,24,0,250gm,2,Akha Masoor Dal Masur Dal Whole Masur Dal Masoor Dal Whole Masoor Dal Black Dal Black Masur Dal Black Masoor Dal Ahaar Masoor Dal Ahaar Masur Dal
205,Mishri,• Used in various ayurvedic medicines and proved to be effective against cough,• It also loosens up mucus and provides quick relief,• It is an immense source of energy and has the necessary minerals with no harsh chemicals or additives,Sugar & Salt,Mishri.jpg,36,50,0,500gm,14,Rock Sugar Misri Dana Mishri Dana Candy Sugar Diamond Mishri Diamond Misri
210,Bada Mishri,• Used in various ayurvedic medicines and proved to be effective against cough,• It also loosens up mucus and provides quick relief,• It is an immense source of energy and has the necessary minerals with no harsh chemicals or additives,Sugar & Salt,Bada_Mishri.jpg,80,90,1,1kg,10,Rock Sugar Misri Candy Sugar Dhaga Mishri Dhaga Misri Whole Mishri Whole Misri
251,Bhuna Chana,• One such healthy snack that can easily be added in your weight loss diet i,• They also offer a multitude of nutrients that support just as many aspects of human health,• Chana contains a lot of protein. Eating chana everyday ensures that you get your daily quota of protein,Atta & Flour,Bhuna_Chana.jpg,25,35,0,250gm,10,Dry Roasted Chana Dal Chana Roasted Black Gram Roasted Chickbeans Roasted Bengal Gram
47,Masoor Dal,"• Full of vitamins, minerals",• Contains essential oils and enzymes,• Including Masoor Dal in your daily meals comes with a host of benefits,Dal & Pulses,Masoor_Dal.jpg,47,53,0,500gm,6,Red Lentil Masur Dall Split Masoor Dal Split Spilit Masur Dal
245,Coconut Powder,"• Loaded with Coconut Flavour, made with premium quality Indian Coconuts Easy to use in cooking, leaves a mildly pleasant taste of coconut",• 100% Natural Dessicated Coconut Powder,"• coconut unsweetened is high in fiber, no cholesterol or trans fats, vegan, gluten free and rich in minerals",Masalas & Spices,Coconut_Powder.jpg,26,30,1,100gm,4,Nareal Powder Desiccated Coconut Shredded Coconut Powder Shredded Powder Khopra Bura Desiccated Coconut Powder
55,Moong Dal Chilka,"• It is rich in Vitamin A, B, C and E",• Healthy weight loss food as it is a low-fat food rich in proteins and fibre,"• It tastes delicious, especially when cooked with Indian spices.",Dal & Pulses,Moong_Dal_Chilka.jpg,96,116,1,1kg,20,Green Moong Dal Maash Moong dal Mung Bean Monggo Munggo split green gram spilit fotra wali mag ni dal mag dal chilka dal Green Moong Dal Split
237,Soyabeam Vadi Bada,• It is a high-quality protein – one or two daily serves can be beneficial to our health,"• It is known for high protein content- its exceeds than eggs, meat, milk",• Soybeans may reduce the risk of a range of health problems,Dal & Pulses,Soyabeam_Vadi_Bada.jpg,30,50,1,250gm,20,Large Soya Chunks Bade Soyabean Bade Soya Badi Big Soya Chunks Big Soyabean Badi Soya Badi Big Soyabean Big Soya Badi Badi Soya Vadi Bada Soya Vadi
255,Mirchi Whole,• Marwar Dry Red Chilies have No Artificial flavors and Preservatives,• Chilly contains rich level of vitamin C level & has a range of health benefits,• Used extensively for hot and spicy taste,Masalas & Spices,Mirchi_Whole.jpg,34,38,0,100gm,4,Chilli Whole Lal Mirchi Sabut Whole Chilli Red Chillies Natural Whole Red Chilli Sabut Tikhi Mirchi Hot Dried Sabut Lal Mirch Long with Stem Sabut Lal Mirch Sabut Mirchi Whole
238,Soyabeam Vadi Bada,• It is a high-quality protein – one or two daily serves can be beneficial to our health,"• It is known for high protein content- its exceeds than eggs, meat, milk",• Soybeans may reduce the risk of a range of health problems,Dal & Pulses,Soyabeam_Vadi_Bada.jpg,16,20,0,100gm,4,Large Soya Chunks Bade Soyabean Bade Soya Badi Big Soya Chunks Big Soyabean Badi Soya Badi Big Soyabean Big Soya Badi Badi Soya Vadi Bada Soya Vadi
224,Basmati Rice,• Basmati rice has complex carbohydrates which mean that it can be digested easily and can be considered as an instant energy source,• This is the perfect ingredient for different rice recipes,• Its long and delicate grains are processed with the expertise to preserve their distinct aroma and exceptional flavour ensuring that every dish you cook has the touch of royalty,Rice & Wheat,Basmati.jpg,45,50,0,500gm,5,Oryza Sativa Basmati Tandul aromatic rice pilaf orzo long grain rice unpolished rice Bada Tandul Bada Basmati rice Big Basmati Rice Bada Basmati Tandul
225,Basmati Tukda,• Broken Basmati Rice with Fragrance,• No artificial flavours or preservatives,• Non-sticky and offers delightful taste,Rice & Wheat,Basmati_Tukda.jpg,50,54,1,1kg,4,Basmati Rice Tukda Rice Basmati Long rice tukda Basmati Rice Broken Rice Basmati Broken Basmati Chaval Tukda Chaval basmati tukda chaval Basmati Chaaval Tukda Chaaval basmati tukda chaaval
53,Moong Dal,"• It is rich in Vitamin A, B, C and E",• Healthy weight loss food as it is a low-fat food rich in proteins and fibre,"• It’s a quick healthy and hassle free, cleaned processed",Dal & Pulses,Moong_Dal.jpg,50,56,0,500gm,6,Yellow Moong Dal Maash Moong Mung Beans Monggo Munggo Mung Dal green gram Mug Dal
49,Masoor Whole,• Made from the finest quality pulses,• It contains high levels of proteins,• Including Essential Amino Acids Isoleucine And Lysine,Dal & Pulses,Masoor_Whoal.jpg,84,92,1,1kg,8,Akha Masoor Dal Masur Dal Whole Masur Dal Masoor Dal Whole Masoor Dal Black Dal Black Masur Dal Black Masoor Dal Ahaar Masoor Dal Ahaar Masur Dal
240,Soyabean Barik,• It is a high-quality protein – one or two daily serves can be beneficial to our health,"• It is known for high protein content- its exceeds than eggs, meat, milk",• Soybeans may reduce the risk of a range of health problems,Dal & Pulses,Soyabean_Barik.jpg,12,20,0,100gm,8,Medium Soya Chunks Chote Soyabean Chote Soya Badi Small Soya Chunks Barik Soyabean Barik Soya Badi Small Soyabean Small Soya Badi
139,Badi Elaichi,"• Black cardamom is full of the antioxidants, vitamin C and the essential mineral potassium",• It is commonly used as a flavouring spice for many Indian dishes,• It helps to remove excess mucus from the respiratory passages and provides relief,Masalas & Spices,Badi_Eliche.jpg,25,30,0,25gm,5,Kala Eliche Black cardamom Badi Eliche Badi Elaichi Moti Elaichi Froods Cardamom Black Whole Elaichi Sabut Elaichi
140,Everest Haldi Powder,• Everest Turmeric Powder is a garden-fresh turmeric powder that has a golden-yellow colour,• It has antiseptic qualities as well as the properties of a flavouring agent,• It stimulates protein digestion and is an excellent blood purifier,Masalas & Spices,Everest_Haldi_Powder.jpg,33,35,1,100gm,2,Evrest Haldi Powder Evrest Turmeric Powder Everest Tarmeric Powder Everest Haldi Masala Everest Haldi Masala EverestMasalas Everest Masalas
239,Soyabean Barik,• It is a high-quality protein – one or two daily serves can be beneficial to our health,"• It is known for high protein content- its exceeds than eggs, meat, milk",• Soybeans may reduce the risk of a range of health problems,Dal & Pulses,Soyabean_Barik.jpg,30,45,1,250gm,15,Medium Soya Chunks Chote Soyabean Chote Soya Badi Small Soya Chunks Barik Soyabean Barik Soya Badi Small Soyabean Small Soya Badi Small Soya Vadi Barik Soya Vadi
235,Imli,"• Tamarind is a delicious, sweet fruit that has a wide variety of uses and applications, both for medicinal and culinary purposes","• These include a significant level of vitamin C, as well as vitamin E, B vitamins, calcium, iron, phosphorous, potassium, manganese, and dietary fiber",• The pulp of the fruit is a rich source of many essential nutrients,Dal & Pulses,Emli.jpg,40,45,1,250gm,5,Tamarind Imli Tamarindus indica Emli Tamrind
252,Mirchi Whole,• Marwar Dry Red Chilies have No Artificial flavors and Preservatives,• Chilly contains rich level of vitamin C & has a range of health benefits,• Used extensively for hot and spicy taste,Masalas & Spices,Mirchi_Whole.jpg,340,360,1,1Kg,20,Chilli Whole Lal Mirchi Sabut Whole Chilli Red Chillies Natural Whole Red Chilli Sabut Tikhi Mirchi Hot Dried Sabut Lal Mirch Long with Stem Sabut Lal Mirch Sabut Mirchi Whole
223,Basmati Rice,• Basmati rice has complex carbohydrates which mean that it can be digested easily and can be considered as an instant energy source,• This is the perfect ingredient for different rice recipes,• Its long and delicate grains are processed with the expertise to preserve their distinct aroma and exceptional flavour ensuring that every dish you cook has the touch of royalty,Rice & Wheat,Basmati.jpg,90,100,1,1kg,10,Oryza Sativa Basmati Tandul aromatic rice pilaf orzo long grain rice unpolished rice Bada Tandul Bada Basmati rice Big Basmati Rice Bada Basmati Tandul
31,Asirvad Atta MP,"• The dough made from AASHIRVAAD Atta absorbs more water, which result in soft and tasty rotis",• Rich source of nutrients,"• Gives you the wholesome goodness of six different grains – wheat, soya, channa, oat, maize and psyllium husk",Atta & Flour,aasirvaad-atta.jpg,470,534,1,10kg,64,• Wheat Flour Gehu Atta Wheat Atta Gehu Flour Gehu Floor Wheat Floor Gehu ka atta Mp Atta
63,Kabuli Chana,• Dals are a rich source of protein,• Hygienically packed kabuli chana which is free from impurities such as weevils and stones,• It can fulfil the nutritional and dietary requirements of an entire meal,Dal & Pulses,Kabuli_Chana.jpg,35,38,0,250gm,3,White Chhole Chana Chole Chana  White Chana Chick Peas
186,Singdana,• Singdana are a great source of essential nutrients,• Consume it daily to enjoy its health benefits,• It is great for snacking while on the go or can also be added in desserts and cakes or even mixed with other nuts which makes a tasty treat,Dal & Pulses,0,31,34,0,250gm,3,Peanuts Groundnut Earthnut Goober Fabaceae Arachis hypogaea Sing Dana Shingdana Penat Penut Edible Seeds
168,Dhania Whole,"• Dhawak Whole coriander seed for flavorful curries, salsas, dips and grains","• Coriander seeds hoard a number of minerals like calcium, iron, potassium, zinc, magnesium and copper",• Helpful in preserving food,Masalas & Spices,Dhaniya_Whole.jpg,20,24,0,100gm,4,Whole Coriander Seeds Dhaniya Seeds Cilantro Chinese Parsley Coriandrum sativum Dhawak Whole Coriander Seeds Sabut Dhaniya Dhana Sabut Dhaniya Dana Sabut Dhana
